Identifiant| Tissular Location | Subcellular Location | Interactans | Family name | Chain Nature 
MTAP_HUMAN | ['Epidermis', 'Placenta', 'Colon', 'Brain'] | ['Cytoplasm', 'Nucleus'] | ['EBI-718750'] |  | chain
MTBP_HUMAN | ['Embryo', 'Prostate', 'Cervix carcinoma', 'Leukemic T-cell', 'Cervix carcinoma'] | [] | ['EBI-718750'] |  | chain
MTCH1_HUMAN | ['Testis', 'Brain, Kidney, Muscle, Pancreas', 'Brain'] | ['Mitochondrion inner membrane'] | ['EBI-718750'] | Mitochondrial carrier homolog  | chain
MTCH2_HUMAN | ['Umbilical cord blood', 'Amygdala', 'Cervix', 'B-cell lymphoma'] | ['Mitochondrion inner membrane'] | ['EBI-718750'] | Mitochondrial carrier homolog  | initiator methionine
MTCL1_HUMAN | ['Brain', 'Cerebellum', 'Testis', 'Cervix carcinoma', 'Cervix carcinoma', 'Cervix carcinoma', 'Cervix carcinoma', 'Leukemic T-cell', 'Cervix carcinoma'] | ['Lateral cell membrane', 'Apical cell membrane', 'Cytoplasm', 'Cytoskeleton', 'Spindle pole', 'Midbody'] | ['EBI-718750'] | Microtubule cross-linking factor  | chain
MTCP1_HUMAN | ['T-cell'] | [] | ['EBI-718750'] | Protein p13 MTCP-1  | chain
MTD2L_HUMAN | ['Lung, Testis', 'Teratocarcinoma'] | ['Mitochondrion inner membrane'] | ['EBI-718750'] | Probable bifunctional methylenetetrahydrofolate  | chain
MTDC_HUMAN | ['Liver, Thyroid', 'Brain, Cervix, Colon'] | ['Mitochondrion'] | ['EBI-1045281', 'EBI-356070'] | Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase,  | transit peptide
MTEF1_HUMAN | ['Colon', 'Brain, Placenta, Uterus'] | ['Mitochondrion'] | ['EBI-2654581'] | Transcription termination factor  | transit peptide
MTEF2_HUMAN | ['Embryo', 'Adipose tissue', 'Lymph node', 'Bone marrow, Brain'] | ['Mitochondrion', 'Mitochondrion matrix', 'Mitochondrion nucleoid'] | ['EBI-2654581'] | Transcription termination factor  | transit peptide
MTEF3_HUMAN | ['Ovarian cancer', 'Muscle'] | ['Mitochondrion'] | ['EBI-2654581'] | Transcription termination factor  | transit peptide
MTEF4_HUMAN | ['Placenta', 'Duodenum', 'Umbilical cord blood'] | ['Mitochondrion'] | ['EBI-2654581'] | Transcription termination factor  | transit peptide
MTF1_HUMAN | ['Liver', 'Muscle'] | ['Nucleus'] | ['EBI-541426'] | Metal regulatory transcription  | initiator methionine
MTF2_HUMAN | ['Tongue', 'Cervix carcinoma'] | ['Nucleus'] | ['EBI-541426'] | Metal-response element-binding transcription  | chain
MTFP1_HUMAN | ['Umbilical cord blood', 'Fetal brain', 'B-cell, Bone marrow, Brain, Liver, Lymph, Uterus'] | ['Mitochondrion inner membrane'] | ['EBI-541426'] | Mitochondrial fission process  | chain
MTFR1_HUMAN | ['Lung, Testis', 'Liver', 'Bone marrow', 'Cervix carcinoma', 'Cervix carcinoma'] | ['Mitochondrion'] | ['EBI-541426'] | Mitochondrial fission regulator  | transit peptide
MTFR2_HUMAN | ['Testis', 'Kidney, Ovary', 'Cervix carcinoma'] | ['Mitochondrion'] | ['EBI-541426'] | Mitochondrial fission regulator  | chain
MTG16_HUMAN | ['Brain', 'Lung, Pancreas', 'Brain', 'Lung adenocarcinoma', 'Leukemic T-cell'] | ['Nucleus', 'Nucleolus', 'Nucleoplasm', 'Golgi apparatus membrane'] | ['EBI-7135904', 'EBI-1190229'] |  | chain
MTG1_HUMAN | ['Teratocarcinoma', 'Ovary, Pancreas, Placenta, Skin'] | ['Mitochondrion', 'Mitochondrion inner membrane'] | ['EBI-977302'] | Mitochondrial ribosome-associated GTPase  | transit peptide
MTG2_HUMAN | ['Brain, Small intestine', 'Muscle', 'Testis'] | ['Mitochondrion', 'Mitochondrion inner membrane'] | ['EBI-977302'] | Mitochondrial ribosome-associated GTPase  | chain
MTG8R_HUMAN | ['Leukemia', 'Leukemia', 'Brain, Hippocampus', 'Eye, Ovary, Prostate', 'Fetal brain, Retina', 'Leukemic T-cell', 'Cervix carcinoma'] | ['Nucleus'] | ['EBI-724076'] |  | chain
MTG8_HUMAN | ['Fetal brain', 'Brain', 'Muscle'] | ['Nucleus'] | ['EBI-298336'] |  | chain
MTHFS_HUMAN | ['Liver', 'Brain cortex, Pancreas'] | ['Cytoplasm'] | ['EBI-298336'] |  | initiator methionine
MTHR_HUMAN | ['Subthalamic nucleus', 'Lung', 'Liver'] | [] | ['EBI-298336'] |  | chain
MTHSD_HUMAN | ['Thyroid', 'Brain'] | [] | ['EBI-298336'] | Methenyltetrahydrofolate synthase domain-containing  | chain
MTL5_HUMAN | ['Testis', 'Brain, Testis', 'Testis'] | ['Cytoplasm', 'Nucleus'] | ['EBI-298336'] |  | chain
MTLR_HUMAN | ['Stomach'] | ['Cell membrane'] | ['EBI-298336'] |  | chain
MTM1_HUMAN | ['Umbilical cord blood', 'Testis', 'Cervix carcinoma', 'Cervix carcinoma', 'Cervix carcinoma'] | ['Cytoplasm', 'Cell membrane', 'Cell projection', 'Filopodium', 'Ruffle', 'Late endosome'] | ['EBI-719094', 'EBI-1055572', 'EBI-298565', 'EBI-2829520'] |  | chain
MTMR1_HUMAN | ['Brain', 'Cervix carcinoma'] | ['Cell membrane'] | ['EBI-719094', 'EBI-1055572', 'EBI-298565', 'EBI-2829520'] | Myotubularin-related protein  | chain
MTMR2_HUMAN | ['Brain', 'Testis', 'Uterus', 'Cervix carcinoma', 'Leukemic T-cell', 'Cervix carcinoma'] | ['Cytoplasm', 'Early endosome membrane'] | ['EBI-475646'] | Myotubularin-related protein  | chain
MTMR3_HUMAN | ['Brain', 'Cervix carcinoma', 'Cervix carcinoma', 'Leukemic T-cell'] | ['Cytoplasm', 'Membrane'] | ['EBI-475646'] | Myotubularin-related protein  | chain
MTMR4_HUMAN | ['Brain', 'Lung'] | ['Cytoplasm', 'Membrane'] | ['EBI-1040141', 'EBI-347161'] | Myotubularin-related protein  | chain
MTMR5_HUMAN | ['Muscle, Ovary', 'Lymphoblast', 'Cervix carcinoma', 'Leukemic T-cell', 'Cervix carcinoma'] | ['Nucleus'] | ['EBI-1040141', 'EBI-347161'] | Myotubularin-related protein  | chain
MTMR6_HUMAN | ['Testis, Trachea', 'Skeletal muscle', 'Eye', 'Cervix carcinoma'] | ['Nucleus envelope'] | ['EBI-1040141', 'EBI-347161'] | Myotubularin-related protein  | chain
MTMR7_HUMAN | ['Amygdala', 'Amygdala'] | ['Cytoplasm'] | ['EBI-1040141', 'EBI-347161'] | Myotubularin-related protein  | chain
MTMR8_HUMAN | ['Ovary', 'Colon'] | ['Nucleus envelope'] | ['EBI-1040141', 'EBI-347161'] | Myotubularin-related protein  | chain
MTMR9_HUMAN | ['Amygdala', 'Liver, Testis', 'Cervix carcinoma', 'Leukemic T-cell', 'Cervix carcinoma'] | ['Cytoplasm'] | ['EBI-1040141', 'EBI-347161'] | Myotubularin-related protein  | chain
MTMRA_HUMAN | ['Hepatoma', 'Spinal cord', 'Placenta', 'Cervix carcinoma'] | [] | ['EBI-1040141', 'EBI-347161'] | Myotubularin-related protein 10  | chain
MTMRB_HUMAN | ['Ovary tumor, Small intestine, Thalamus, Uterus', 'Ovary'] | [] | ['EBI-1040141', 'EBI-347161'] | Myotubularin-related protein 11  | chain
MTMRC_HUMAN | ['Melanoma'] | ['Cytoplasm'] | ['EBI-2864109'] | Myotubularin-related protein 12  | chain
MTMRD_HUMAN | ['Sciatic nerve', 'Brain, Cervix, Duodenum, Placenta', 'Fetal brain, Liver', 'Cervix carcinoma', 'Cervix carcinoma'] | ['Cytoplasm', 'Membrane'] | ['EBI-2864109'] | Myotubularin-related protein 13  | chain
MTMRE_HUMAN | ['Kidney epithelium, Teratocarcinoma', 'Brain', 'Duodenal adenocarcinoma, Leukocyte, Retinal pigment epithelium, Rhabdomyosarcoma', 'Melanoma', 'Cervix carcinoma', 'Leukemic T-cell', 'Cervix carcinoma'] | ['Cytoplasm'] | ['EBI-2864109'] | Myotubularin-related protein 14  | chain
MTNA_HUMAN | ['Brain', 'Brain'] | ['Nucleus', 'Cytoplasm', 'Cell projection'] | [] |  | chain
MTNB_HUMAN | ['Thymus', 'Bone marrow, Colon, Eye'] | ['Cytoplasm'] | ['EBI-740486'] |  | chain
MTND_HUMAN | ['Fibroblast', 'Hepatoblastoma', 'Ovarian carcinoma, Thalamus', 'Adipose tissue', 'Placenta', 'Leukemic T-cell', 'Liver'] | ['Cytoplasm', 'Nucleus', 'Cell membrane'] | ['EBI-992788'] |  | chain
MTO1_HUMAN | ['Embryo', 'Spleen', 'Lymph, Placenta', 'Uterus'] | ['Mitochondrion'] | ['EBI-992788'] | Protein MTO1 homolog,  | transit peptide
MTOR_HUMAN | ['Brain', 'Cerebellum', 'B-cell', 'Cervix carcinoma', 'Cervix carcinoma', 'Cervix carcinoma'] | ['Endoplasmic reticulum membrane', 'Golgi apparatus membrane', 'Mitochondrion outer membrane', 'Lysosome', 'Cytoplasm', 'Nucleus', 'PML body'] | ['EBI-296087', 'EBI-2359040', 'EBI-74090', 'EBI-1027571', 'EBI-1387471', 'EBI-1046542', 'EBI-1387196', 'EBI-1567928', 'EBI-1802965', 'EBI-5239949'] | Serine/threonine-protein kinase mTOR  | chain
MTPN_HUMAN | ['Lung'] | ['Cytoplasm', 'Nucleus', 'Perinuclear region'] | ['EBI-296087', 'EBI-2359040', 'EBI-74090', 'EBI-1027571', 'EBI-1387471', 'EBI-1046542', 'EBI-1387196', 'EBI-1567928', 'EBI-1802965', 'EBI-5239949'] |  | initiator methionine
MTP_HUMAN | ['Small intestine', 'Liver', 'Kidney', 'Blood vessel'] | ['Endoplasmic reticulum'] | ['EBI-296087', 'EBI-2359040', 'EBI-74090', 'EBI-1027571', 'EBI-1387471', 'EBI-1046542', 'EBI-1387196', 'EBI-1567928', 'EBI-1802965', 'EBI-5239949'] | Microsomal triglyceride transfer  | signal peptide
MTR1A_HUMAN | ['Leukocyte', 'Hippocampus'] | ['Cell membrane'] | ['EBI-1188341', 'EBI-1052678'] | Melatonin receptor type  | chain
MTR1B_HUMAN | ['Retina'] | ['Cell membrane'] | ['EBI-1188238', 'EBI-1052678'] | Melatonin receptor type  | chain
MTR1L_HUMAN | ['Pituitary', 'Pituitary'] | ['Cell membrane'] | ['EBI-8045030', 'EBI-996616'] |  | chain
MTRR_HUMAN | ['Lung', 'Cervix carcinoma'] | ['Cytoplasm'] | ['EBI-8045030', 'EBI-996616'] | Methionine synthase reductase  | chain
MTSS1_HUMAN | ['Testis', 'Brain', 'Platelet'] | ['Cytoplasm', 'Cytoskeleton'] | ['EBI-397955', 'EBI-466029'] | Metastasis suppressor protein  | chain
MTSSL_HUMAN | ['Skin', 'Cervix carcinoma', 'Cervix carcinoma', 'Leukemic T-cell', 'Cervix carcinoma'] | [] | ['EBI-397955', 'EBI-466029'] |  | chain
MTU1_HUMAN | ['Embryo, Lung', 'Lung, Placenta', 'Cervix carcinoma'] | ['Mitochondrion'] | ['EBI-397955', 'EBI-466029'] | Mitochondrial tRNA-specific 2-thiouridylase  | chain
MTURN_HUMAN | ['Brain', 'Amygdala'] | [] | ['EBI-397955', 'EBI-466029'] |  | chain
MTUS1_HUMAN | ['Lung', 'Brain, Fetal brain, Placenta', 'Salivary gland, Uterus', 'Ovary, Skin, Testis', 'Brain', 'Cervix carcinoma', 'Leukemic T-cell', 'Cervix carcinoma'] | ['Mitochondrion', 'Golgi apparatus', 'Cell membrane', 'Nucleus', 'Cytoplasm', 'Cytoskeleton', 'Microtubule organizing center', 'Centrosome', 'Spindle'] | ['EBI-397955', 'EBI-466029'] | Microtubule-associated tumor suppressor  | chain
MTUS2_HUMAN | ['Brain', 'Cerebellum', 'Pancreas'] | ['Cytoplasm', 'Cytoskeleton'] | ['EBI-1642317', 'EBI-1004115', 'EBI-359352'] | Microtubule-associated tumor suppressor  | chain
MTX1_HUMAN | ['Testis', 'Placenta'] | ['Membrane', 'Mitochondrion outer membrane'] | ['EBI-1642317', 'EBI-1004115', 'EBI-359352'] |  | chain
MTX2_HUMAN | ['Thymus', 'Testis'] | ['Mitochondrion outer membrane'] | ['EBI-1642317', 'EBI-1004115', 'EBI-359352'] |  | chain
MTX3_HUMAN | ['Tongue', 'Fetal skin, Retina', 'Cervix carcinoma'] | ['Mitochondrion outer membrane'] | ['EBI-1642317', 'EBI-1004115', 'EBI-359352'] |  | chain
MUC12_HUMAN | ['Colon mucosa'] | ['Membrane'] | ['EBI-1642317', 'EBI-1004115', 'EBI-359352'] |  | signal peptide
MUC13_HUMAN | ['Colon'] | ['Cell membrane', 'Apical cell membrane', 'Secreted'] | ['EBI-1642317', 'EBI-1004115', 'EBI-359352'] |  | signal peptide
MUC15_HUMAN | ['Lactating mammary gland', 'Thymus', 'Placenta'] | ['Cell membrane', 'Secreted'] | ['EBI-1642317', 'EBI-1004115', 'EBI-359352'] |  | signal peptide
MUC16_HUMAN | ['Uterus'] | ['Cell membrane', 'Secreted', 'Extracellular space'] | ['EBI-1642317', 'EBI-1004115', 'EBI-359352'] |  | chain
MUC17_HUMAN | ['Pancreatic adenocarcinoma', 'Small intestine'] | ['Cell membrane', 'Secreted'] | ['EBI-1642317', 'EBI-1004115', 'EBI-359352'] |  | signal peptide
MUC18_HUMAN | ['Melanoma', 'Melanoma', 'Trachea', 'Aortic endothelium', 'PNS', 'Cervix carcinoma', 'Liver', 'Cervix carcinoma'] | ['Membrane'] | ['EBI-1642317', 'EBI-1004115', 'EBI-359352'] | Cell surface glycoprotein  | signal peptide
MUC19_HUMAN | ['Testis'] | ['Secreted'] | ['EBI-1642317', 'EBI-1004115', 'EBI-359352'] |  | signal peptide
MUC1_HUMAN | ['Pancreatic carcinoma', 'Mammary carcinoma', 'Mammary carcinoma', 'Mammary carcinoma', 'Carcinoma', 'Cervix carcinoma', 'Thyroid', 'Lung', 'Mammary carcinoma'] | ['Apical cell membrane', 'Secreted', 'Cell membrane', 'Cytoplasm', 'Nucleus'] | ['EBI-375543', 'EBI-1039152', 'EBI-4396776', 'EBI-742339'] |  | signal peptide
MUC20_HUMAN | ['Kidney', 'Embryo, Placenta', 'Brain, Colon', 'Brain'] | ['Secreted', 'Apical cell membrane', 'Basolateral cell membrane', 'Cell projection', 'Microvillus membrane'] | ['EBI-375543', 'EBI-1039152', 'EBI-4396776', 'EBI-742339'] |  | signal peptide
MUC21_HUMAN | ['Esophagus', 'Cervix adenocarcinoma'] | ['Cell membrane'] | ['EBI-375543', 'EBI-1039152', 'EBI-4396776', 'EBI-742339'] |  | signal peptide
MUC22_HUMAN | ['Lung'] | ['Membrane'] | ['EBI-375543', 'EBI-1039152', 'EBI-4396776', 'EBI-742339'] |  | signal peptide
MUC24_HUMAN | ['Gastric carcinoma', 'Bone marrow', 'Amygdala, Astrocyte, Neutrophil, Thymus', 'Colon'] | ['Lysosome membrane', 'Endosome membrane', 'Cell membrane', 'Secreted'] | ['EBI-489411'] | Sialomucin core protein  | signal peptide
MUC2_HUMAN | ['Intestine', 'Colon', 'Cervix carcinoma'] | ['Secreted'] | ['EBI-489411'] |  | signal peptide
MUC3A_HUMAN | ['Intestine', 'Small intestine', 'Colon mucosa, Small intestine'] | ['Membrane', 'Secreted'] | ['EBI-489411'] |  | signal peptide
MUC3B_HUMAN | ['Small intestine', 'Intestine', 'Colon mucosa'] | ['Membrane'] | ['EBI-489411'] |  | signal peptide
MUC4_HUMAN | ['Lung, Testis', 'Pancreatic tumor', 'Colon mucosa', 'Milk'] | ['Membrane', 'Secreted', 'Cell membrane'] | ['EBI-489411'] |  | signal peptide
MUC5A_HUMAN | ['Trachea', 'Tracheobronchial mucosa', 'Placenta, Trachea', 'Nasal polyp', 'Colon', 'Stomach'] | ['Secreted'] | ['EBI-489411'] |  | signal peptide
MUC5B_HUMAN | ['Placenta, Tracheobronchial mucosa', 'Tracheobronchial mucosa', 'Salivary gland', 'Gall bladder', 'Sublingual gland', 'Placenta', 'Saliva'] | ['Secreted'] | ['EBI-489411'] |  | signal peptide
MUC6_HUMAN | ['Stomach', 'Prostate'] | ['Secreted'] | ['EBI-489411'] |  | signal peptide
MUC7_HUMAN | ['Submandibular gland', 'Lung', 'Saliva', 'Saliva'] | ['Secreted'] | ['EBI-738586', 'EBI-738638', 'EBI-738601', 'EBI-738687'] |  | signal peptide
MUCB_HUMAN | ['Liver'] | [] | ['EBI-738586', 'EBI-738638', 'EBI-738601', 'EBI-738687'] | Ig mu heavy  | chain
MUCEN_HUMAN | ['Vascular endothelial cell', 'Umbilical vein endothelial cell', 'Uterus', 'Lung', 'Gastric adenocarcinoma'] | ['Cell membrane', 'Membrane', 'Secreted'] | ['EBI-738586', 'EBI-738638', 'EBI-738601', 'EBI-738687'] |  | signal peptide
MUCL1_HUMAN | ['Mammary gland, Mammary tumor'] | ['Secreted', 'Membrane'] | ['EBI-738586', 'EBI-738638', 'EBI-738601', 'EBI-738687'] | Mucin-like protein  | signal peptide
MUL1_HUMAN | ['Lung', 'Teratocarcinoma', 'Melanoma', 'Brain, Skin'] | ['Mitochondrion outer membrane', 'Peroxisome'] | ['EBI-743771'] | Mitochondrial ubiquitin ligase  | chain
MUM1_HUMAN | ['Brain, PNS', 'Melanoma', 'Placenta, Thyroid', 'Cervix carcinoma'] | ['Nucleus'] | ['EBI-743771'] | PWWP domain-containing protein  | chain
MUML1_HUMAN | ['Amygdala', 'Testis'] | [] | ['EBI-743771'] | PWWP domain-containing protein  | chain
MURC_HUMAN | ['Heart', 'Pericardium', 'Muscle'] | ['Cytoplasm', 'Myofibril', 'Sarcomere'] | ['EBI-743771'] | Muscle-related coiled-coil protein  | chain
MUS81_HUMAN | ['Cerebellum', 'Brain', 'Cervix carcinoma', 'Cervix carcinoma', 'Leukemic T-cell'] | ['Nucleus', 'Nucleolus'] | ['EBI-2370825', 'EBI-707816', 'EBI-2370740'] | Crossover junction endonuclease  | chain
MUSC_HUMAN | ['B-cell', 'Muscle, Placenta', 'Placenta'] | ['Nucleus'] | ['EBI-2370825', 'EBI-707816', 'EBI-2370740'] |  | chain
MUSK_HUMAN | [] | ['Cell junction', 'Synapse', 'Postsynaptic cell membrane'] | ['EBI-352572'] | Muscle, skeletal receptor  | signal peptide
MUT7B_HUMAN | ['Testis'] | [] | ['EBI-724310'] | Exonuclease mut-7 homolog,  | chain
MUT7_HUMAN | ['Cerebellum', 'Lung, Skin'] | [] | ['EBI-724310'] | Exonuclease mut-7 homolog  | chain
MUTA_HUMAN | ['Liver', 'Testis', 'Uterus'] | ['Mitochondrion matrix'] | ['EBI-724310'] | Methylmalonyl-CoA mutase, mitochondrial  | transit peptide
MUTYH_HUMAN | ['Kidney'] | ['Nucleus'] | ['EBI-724310'] | A/G-specific adenine DNA  | chain
MVD1_HUMAN | ['Liver', 'Placenta', 'Cervix carcinoma'] | [] | ['EBI-724310'] |  | initiator methionine
MVP_HUMAN | ['Eye', 'Lung cancer', 'Melanoma', 'Cervix carcinoma'] | ['Cytoplasm', 'Nucleus', 'Nuclear pore complex'] | ['EBI-724310'] | Major vault protein  | initiator methionine
MX1_HUMAN | ['B-cell, Uterus', 'Prostatic carcinoma'] | ['Cytoplasm', 'Endoplasmic reticulum membrane', 'Perinuclear region', 'Nucleus'] | ['EBI-520807', 'EBI-929504', 'EBI-929362'] | Interferon-induced GTP-binding protein  | chain
MX2_HUMAN | ['Brain'] | ['Cytoplasm', 'Nucleus', 'Nuclear pore complex'] | ['EBI-520807', 'EBI-929504', 'EBI-929362'] | Interferon-induced GTP-binding protein  | chain
MXI1_HUMAN | ['Hippocampus, Lung'] | ['Nucleus'] | ['EBI-520807', 'EBI-929504', 'EBI-929362'] | Max-interacting protein  | chain
MXRA5_HUMAN | ['Placenta', 'Muscle', 'Brain'] | ['Secreted'] | ['EBI-520807', 'EBI-929504', 'EBI-929362'] | Matrix-remodeling-associated protein  | signal peptide
MXRA7_HUMAN | ['Skin', 'Cervix carcinoma'] | ['Membrane'] | ['EBI-520807', 'EBI-929504', 'EBI-929362'] | Matrix-remodeling-associated protein  | chain
MXRA8_HUMAN | ['Brain', 'Embryo', 'Eye, Pancreas'] | ['Membrane'] | ['EBI-520807', 'EBI-929504', 'EBI-929362'] | Matrix-remodeling-associated protein  | signal peptide
MY15B_HUMAN | ['Kidney, Stomach', 'Brain'] | ['Cytoplasm'] | ['EBI-520807', 'EBI-929504', 'EBI-929362'] |  | chain
MY18A_HUMAN | ['Brain', 'Brain', 'Amygdala', 'Testis', 'Cervix carcinoma', 'Cervix carcinoma', 'Platelet', 'Cervix carcinoma', 'Liver', 'Leukemic T-cell', 'Cervix carcinoma'] | ['Endoplasmic reticulum-Golgi intermediate compartment', 'Cytoplasm', 'Cytoskeleton', 'Golgi apparatus', 'trans-Golgi network'] | ['EBI-2465479'] |  | chain
MY18B_HUMAN | ['Skeletal muscle', 'Skeletal muscle', 'Skeletal muscle', 'Testis', 'Platelet', 'Cervix carcinoma', 'Leukemic T-cell'] | ['Cytoplasm', 'Nucleus', 'Myofibril', 'Sarcomere'] | ['EBI-2465479'] |  | chain
MYADM_HUMAN | ['Bone marrow', 'Teratocarcinoma, Uterus', 'Thyroid', 'Brain, Placenta', 'Cervix carcinoma', 'Leukemic T-cell'] | ['Membrane'] | ['EBI-2465479'] | Myeloid-associated differentiation marker  | chain
MYBA_HUMAN | [] | ['Nucleus'] | ['EBI-2465479'] | Myb-related protein  | chain
MYBB_HUMAN | ['Brain, Thymus', 'Brain, Eye', 'Cervix carcinoma', 'Leukemic T-cell', 'Cervix carcinoma'] | ['Nucleus'] | ['EBI-1389411', 'EBI-1389424'] | Myb-related protein  | chain
MYBPH_HUMAN | ['Skeletal muscle', 'Uterus'] | [] | ['EBI-7547361', 'EBI-876651', 'EBI-681210'] | Myosin-binding protein  | chain
MYBPP_HUMAN | ['Testis', 'Testis', 'Testis'] | ['Cytoplasm', 'Membrane'] | ['EBI-716185'] |  | chain
MYB_HUMAN | ['Liver, Placenta', 'Testis'] | ['Nucleus'] | ['EBI-354967', 'EBI-2684336', 'EBI-80140', 'EBI-473220', 'EBI-746701'] | Transcriptional activator Myb  | chain
MYCB2_HUMAN | ['Brain', 'Brain', 'Umbilical cord blood', 'Cervix carcinoma', 'Cervix carcinoma', 'Cervix carcinoma', 'Leukemic T-cell', 'Cervix carcinoma'] | ['Nucleus'] | ['EBI-6927928', 'EBI-6920222'] | ubiquitin-protein ligase  | chain
MYCBP_HUMAN | ['Placenta', 'Placenta', 'Eye', 'Platelet'] | ['Cytoplasm', 'Nucleus', 'Mitochondrion'] | ['EBI-2120060', 'EBI-1044254', 'EBI-2837511', 'EBI-2119735', 'EBI-1391585'] |  | initiator methionine
MYCD_HUMAN | ['Heart', 'Testis'] | ['Nucleus'] | ['EBI-493034'] |  | chain
MYCL_HUMAN | ['Placenta', 'Placenta', 'Thalamus', 'Placenta'] | ['Nucleus'] | ['EBI-493034'] |  | chain
MYCN_HUMAN | ['Brain'] | ['Nucleus'] | ['EBI-448680', 'EBI-625922', 'EBI-751711', 'EBI-372942', 'EBI-1802965'] | N-myc proto-oncogene protein  | chain
MYCP1_HUMAN | [] | ['Nucleus'] | ['EBI-448680', 'EBI-625922', 'EBI-751711', 'EBI-372942', 'EBI-1802965'] | Putative myc-like protein  | chain
MYCPP_HUMAN | ['Bone marrow, Spinal cord', 'Uterus', 'Brain', 'Cervix carcinoma', 'Cervix carcinoma', 'Leukemic T-cell', 'Cervix carcinoma'] | ['Nucleus'] | ['EBI-448680', 'EBI-625922', 'EBI-751711', 'EBI-372942', 'EBI-1802965'] | C-myc promoter-binding protein  | chain
MYCT1_HUMAN | ['Laryngeal carcinoma', 'Colon', 'Brain', 'Amygdala'] | ['Nucleus'] | ['EBI-448680', 'EBI-625922', 'EBI-751711', 'EBI-372942', 'EBI-1802965'] | Myc target protein  | chain
MYCT_HUMAN | ['Brain', 'Cervix carcinoma', 'Cervix carcinoma'] | ['Membrane'] | ['EBI-448680', 'EBI-625922', 'EBI-751711', 'EBI-372942', 'EBI-1802965'] | Proton myo-inositol cotransporter  | chain
MYC_HUMAN | ['Uterus', 'Cervix, Placenta, Testis', 'Promyelocytic leukemia', 'Cervix carcinoma', 'Cervix carcinoma', 'Cervix carcinoma'] | ['Nucleus', 'Nucleoplasm', 'Nucleolus'] | ['EBI-617698', 'EBI-710484', 'EBI-7689134', 'EBI-7689211', 'EBI-1383460', 'EBI-355410', 'EBI-295644', 'EBI-308614', 'EBI-372916', 'EBI-81249', 'EBI-866453', 'EBI-7005254', 'EBI-1776887', 'EBI-357897', 'EBI-359574', 'EBI-914770', 'EBI-301821', 'EBI-607682', 'EBI-81279', 'EBI-1379376', 'EBI-751711', 'EBI-1184963', 'EBI-355924', 'EBI-348555', 'EBI-354380', 'EBI-1802965', 'EBI-712415', 'EBI-456291', 'EBI-749336', 'EBI-298336', 'EBI-876302', 'EBI-399128', 'EBI-3390054', 'EBI-396235', 'EBI-372156'] | Myc proto-oncogene protein  | chain
MYD88_HUMAN | ['Dendritic cell', 'Epidermal carcinoma', 'Umbilical cord blood', 'Pancreas'] | ['Cytoplasm'] | ['EBI-8803426', 'EBI-2548605', 'EBI-494804', 'EBI-358664', 'EBI-747107', 'EBI-347161', 'EBI-743549', 'EBI-1553984', 'EBI-528644', 'EBI-519160', 'EBI-594644', 'EBI-302474'] | Myeloid differentiation primary  | chain
MYEF2_HUMAN | ['Brain', 'Placenta, Teratocarcinoma', 'Bone marrow, Testis', 'Aorta', 'Leukemic T-cell'] | ['Nucleus'] | ['EBI-8803426', 'EBI-2548605', 'EBI-494804', 'EBI-358664', 'EBI-747107', 'EBI-347161', 'EBI-743549', 'EBI-1553984', 'EBI-528644', 'EBI-519160', 'EBI-594644', 'EBI-302474'] | Myelin expression factor  | chain
MYEOV_HUMAN | ['Stomach cancer', 'Brain'] | [] | ['EBI-8803426', 'EBI-2548605', 'EBI-494804', 'EBI-358664', 'EBI-747107', 'EBI-347161', 'EBI-743549', 'EBI-1553984', 'EBI-528644', 'EBI-519160', 'EBI-594644', 'EBI-302474'] | Myeloma-overexpressed gene protein  | chain
MYF5_HUMAN | ['Skeletal muscle'] | ['Nucleus'] | ['EBI-8803426', 'EBI-2548605', 'EBI-494804', 'EBI-358664', 'EBI-747107', 'EBI-347161', 'EBI-743549', 'EBI-1553984', 'EBI-528644', 'EBI-519160', 'EBI-594644', 'EBI-302474'] | Myogenic factor  | chain
